www.microsoft.com,Akamai
www.apple.com,Akamai
www.uol.com.br,Amazon
www.libero.it,Amazon
www.protect-your-privacy-now.com,BelugaCDN
www.publicinvasion.com,BelugaCDN
www.txxx.com,Cloudflare
www.chaturbate.com,Cloudflare
www.instagram.com,Facebook
www.fbcdn.net,Facebook
www.wikia.com,Fastly
www.cnn.com,Fastly
www.google.com,Google
www.youtube.com,Google
www.t-mobile.com,Incapsula
www.thedailystar.net,Incapsula
www.tohotheater.jp,Limelight
www.ifccenter.com,Limelight
www.live.com,Microsoft
www.office.com,Microsoft
www.wikipedia.org,None
www.znak.com,None
